,Country,City,Year,co,no2,o3,pm10,pm25,so2
187,CZ,Prague,2020,,7.729310344827587,21.201149425287355,15.568965517241379,39.67528735632184,1.8050595238095237
188,CZ,Prague,2021,,8.249546827794562,20.516012084592145,16.45619335347432,43.105740181268885,1.394920634920635
189,CZ,Prague,2022,,8.256610169491525,20.706101694915255,17.291525423728814,44.779661016949156,1.5847750865051904
190,CZ,Prague,2023,,7.5,15.5,18.0,50.0,0.7
191,DE,Augsburg,2016,0.10000000000000002,12.783333333333333,9.733333333333333,18.5,,16.183333333333334
192,DE,Augsburg,2017,0.1,13.219125683060108,18.974316939890713,20.273224043715846,,15.298907103825135
193,DE,Augsburg,2018,0.1,12.886931818181818,20.668181818181818,19.363128491620113,,6.888652482269503
194,DE,Augsburg,2019,0.09999999999999999,11.827807486631016,19.393565683646113,16.331550802139038,,
195,DE,Augsburg,2020,0.10000000000000002,10.695454545454545,18.524556962025315,14.414141414141413,,
196,DE,Augsburg,2021,0.10000000000000002,10.032647814910025,18.023650385604114,14.197943444730077,,
197,DE,Augsburg,2022,0.1,9.226101694915254,20.389830508474578,13.769491525423728,,
198,DE,Augsburg,2023,0.1,14.7,4.9,20.0,,
199,DE,Berlin,2016,,24.066666666666666,12.633333333333333,20.0,,
200,DE,Berlin,2017,,29.859340659340656,17.95,27.785714285714285,,
201,DE,Berlin,2018,0.1,8.92841530054645,23.72568306010929,22.55191256830601,60.56296296296296,0.5285714285714286
202,DE,Berlin,2019,0.1,11.225133689839572,19.966844919786098,17.946524064171122,44.583333333333336,0.725
203,DE,Berlin,2020,0.1,9.872222222222222,19.765404040404043,16.257575757575758,36.30232558139535,1.0724431818181819
204,DE,Berlin,2021,0.10000000000000002,9.5426735218509,19.344215938303343,17.39331619537275,42.84935064935065,1.2779359430604984
205,DE,Berlin,2022,0.1,8.31322033898305,21.86949152542373,17.115254237288134,43.87457627118644,0.9815789473684212
206,DE,Berlin,2023,0.1,4.4,19.9,21.0,49.0,1.6
207,DE,Darmstadt,2018,,10.6,2.3,13.0,51.0,0.5
208,DE,Darmstadt,2019,,9.944743935309972,18.343396226415095,13.20754716981132,36.105121293800536,0.5897790055248618
209,DE,Darmstadt,2020,,7.747979797979798,19.110353535353536,12.590909090909092,31.866161616161616,0.5307065217391305
210,DE,Darmstadt,2021,0.09999999999999999,8.89642857142857,16.757765667574933,12.517711171662125,34.21525885558583,0.5453488372093023
211,DE,Darmstadt,2022,0.1,,20.13864406779661,12.532203389830508,31.050847457627118,0.6164948453608248
212,DE,Darmstadt,2023,0.1,,13.8,14.0,33.0,0.8
213,DE,Dresden,2016,,11.166666666666666,14.466666666666667,13.5,,2.6666666666666665
214,DE,Dresden,2017,,10.064285714285715,21.623076923076923,20.516483516483518,,1.851123595505618
215,DE,Dresden,2018,,9.256043956043955,22.657692307692308,16.0,,1.481767955801105
216,DE,Dresden,2019,,8.071475409836067,21.397377049180328,13.762820512820513,,1.1777049180327868
217,DE,Dresden,2020,,7.5645244215938305,19.486632390745502,13.446700507614214,,1.0392105263157894
218,DE,Dresden,2021,,7.585347043701799,18.845244215938305,14.290488431876607,36.053811659192824,0.8343243243243242
219,DE,Dresden,2022,,7.1572881355932205,20.79050847457627,14.2,38.26027397260274,0.841296928327645
220,DE,Dresden,2023,,3.3,21.7,14.0,37.0,0.8
221,DE,Düsseldorf,2016,,17.78333333333333,8.933333333333334,21.0,,2.6
222,DE,Düsseldorf,2017,,16.82848101265823,17.989808917197454,20.5126582278481,,4.15
223,DE,Düsseldorf,2018,,14.589502762430937,20.309444444444445,19.425414364640883,,3.572
224,DE,Düsseldorf,2019,,13.704278074866309,19.11604278074866,15.823529411764707,,3.340547945205479
225,DE,Düsseldorf,2020,,11.47878787878788,19.309343434343436,16.017766497461928,32.14598540145985,1.961081081081081
226,DE,Düsseldorf,2021,,11.487660668380462,17.924421593830335,17.681233933161955,39.398395721925134,1.2339522546419097
227,DE,Düsseldorf,2022,,10.293559322033898,20.450169491525426,16.579661016949153,35.60689655172414,1.665068493150685
228,DE,Düsseldorf,2023,,6.0,22.4,20.0,27.0,1.3
229,DE,Freiburg,2016,,12.166666666666666,26.650000000000002,16.833333333333332,,1.475
230,DE,Freiburg,2017,,5.524175824175824,30.83131868131868,14.664835164835164,,0.9703703703703704
231,DE,Freiburg,2018,,4.692349726775957,29.901092896174863,11.456043956043956,48.0,0.9750000000000001
232,DE,Freiburg,2019,,7.636898395721925,27.815240641711227,10.732620320855615,29.836898395721924,
233,DE,Freiburg,2020,,6.233585858585859,26.603535353535353,10.767676767676768,28.51010101010101,
234,DE,Freiburg,2021,,6.585089974293059,26.138560411311055,9.992287917737789,27.61439588688946,
235,DE,Freiburg,2022,,6.66,29.250847457627117,11.36949152542373,28.359322033898305,
236,DE,Freiburg,2023,,9.2,23.2,13.0,44.0,
237,DE,Hamburg,2016,0.10000000000000002,12.316666666666668,17.650000000000002,17.166666666666668,42.5,2.4333333333333336
238,DE,Hamburg,2017,0.1,11.549726775956284,19.0879781420765,17.950819672131146,51.51912568306011,3.093296089385475
239,DE,Hamburg,2018,0.1,10.709836065573771,22.0551912568306,19.808743169398905,50.84699453551912,2.595054945054945
240,DE,Hamburg,2019,0.1,12.575935828877004,19.042513368983958,17.3475935828877,42.88770053475936,2.1688172043010754
241,DE,Hamburg,2020,0.1,10.750757575757577,18.65580808080808,14.977272727272727,38.58838383838384,2.178061224489796
242,DE,Hamburg,2021,0.10000000000000002,10.539845758354756,19.531105398457584,15.226221079691516,39.18508997429306,2.030628272251309
243,DE,Hamburg,2022,0.1,9.656949152542374,20.91050847457627,14.206779661016949,38.362711864406776,1.871331058020478
244,DE,Hamburg,2023,0.1,4.6,25.6,14.0,57.0,1.6
245,DE,Hannover,2016,0.1,12.616666666666667,,16.166666666666668,,
246,DE,Hannover,2017,0.1,12.52295081967213,,19.03846153846154,,
247,DE,Hannover,2018,0.1,11.733879781420766,,19.10928961748634,,
248,DE,Hannover,2019,0.1,9.96505376344086,,15.301075268817204,,
249,DE,Hannover,2020,0.1,8.679088471849866,14.637037037037038,13.571428571428571,,
250,DE,Hannover,2021,0.10000000000000002,8.934190231362468,20.11491002570694,14.293814432989691,,
251,DE,Hannover,2022,0.1,8.103050847457627,22.93457627118644,14.322033898305085,,
252,DE,Hannover,2023,,3.2,24.8,12.0,,
253,DE,Karlsruhe,2016,0.10000000000000002,14.433333333333332,7.433333333333334,20.166666666666668,,1.4333333333333336
254,DE,Karlsruhe,2017,0.1,9.725136612021858,22.904918032786888,19.16393442622951,,1.4184357541899442
255,DE,Karlsruhe,2018,0.09999999999999999,8.573224043715847,22.347540983606557,15.939890710382514,53.0,1.2571428571428571
256,DE,Karlsruhe,2019,0.1,10.148395721925134,18.84919786096257,13.788770053475936,37.68716577540107,0.6542168674698795
257,DE,Karlsruhe,2020,,8.571464646464648,20.413636363636364,13.25,34.73989898989899,
258,DE,Karlsruhe,2021,,8.479691516709511,17.603341902313623,13.007712082262211,36.70179948586118,
259,DE,Karlsruhe,2022,,7.530508474576271,22.417627118644067,13.579661016949153,34.11186440677966,
260,DE,Karlsruhe,2023,,6.0,19.1,12.0,40.0,
261,DE,Kassel,2018,,12.1,18.6,14.0,25.0,0.5
262,DE,Kassel,2019,,11.4088948787062,19.777358490566037,16.237196765498652,32.44444444444444,0.5319767441860465
263,DE,Kassel,2020,,9.323989898989899,19.285384615384615,14.924242424242424,28.347480106100797,0.5305295950155764
264,DE,Kassel,2021,0.09999999999999999,8.503571428571428,19.515531335149863,14.697547683923705,31.023598820058996,0.5057627118644067
265,DE,Kassel,2022,0.1,,21.53830508474576,14.288135593220339,35.49491525423729,0.7719230769230769
266,DE,Kassel,2023,0.1,,17.9,12.0,35.0,0.5
267,DE,Köln,2016,,17.183333333333334,7.483333333333334,21.5,,2.6
268,DE,Köln,2017,,15.85253164556962,17.446835443037973,20.196202531645568,,3.1454545454545455
269,DE,Köln,2018,,13.723204419889504,19.91,19.12154696132597,,2.72280701754386
270,DE,Köln,2019,,12.613368983957217,18.04197860962567,15.723118279569892,,3.888888888888889
271,DE,Köln,2020,,10.401010101010101,19.089141414141416,14.488549618320612,32.07971014492754,
272,DE,Köln,2021,,10.739074550128535,17.479434447300772,15.788659793814434,38.18983957219251,
273,DE,Köln,2022,,9.607457627118643,20.54237288135593,15.31186440677966,33.0448275862069,
274,DE,Köln,2023,,5.9,22.0,17.0,20.0,
275,DE,Mainz,2016,0.10000000000000002,19.7,9.816666666666666,21.5,49.666666666666664,0.9333333333333335
276,DE,Mainz,2017,0.1,20.94808743169399,22.165079365079368,20.56830601092896,49.91803278688525,1.1826771653543309
